Date,POONDI,CHOLAVARAM,REDHILLS,CHEMBARAMBAKKAM
13-12-2020,1315.8550809158387,210.45664432019225,1993.128270023199,1758.4112257833692
14-12-2020,1312.6536958905315,209.75800860397436,1990.0927479319184,1755.4382710597388
15-12-2020,1309.4692419610813,209.0638256935612,1987.0636098845962,1752.4768735976936
16-12-2020,1306.3016989016887,208.37408904068474,1984.0408964159558,1749.5270163935702
17-12-2020,1303.1510462795757,207.6887920535558,1981.0246477743362,1746.5886824921715
18-12-2020,1300.0172634556388,207.0079280968785,1978.014903921373,1743.661854985038
19-12-2020,1296.9003295851128,206.3314904918688,1975.0117045316936,1740.7465170087403
20-12-2020,1293.8002236182404,205.6594725162773,1972.015088992627,1737.8426517431924
21-12-2020,1290.71692430095,204.99186740441587,1969.0250964039271,1734.9502424099874
22-12-2020,1287.650410175545,204.32866834718854,1966.0417655775125,1732.069272270754
23-12-2020,1284.6006595813951,203.66986849212623,1963.065135037218,1729.199724625535
24-12-2020,1281.5676506556415,203.0154609434253,1960.0952430185614,1726.3415828111852
25-12-2020,1278.5513613339062,202.36543876199016,1957.1321274685245,1723.4948301997915
26-12-2020,1275.5517693510099,201.7197949654797,1954.1758260453464,1720.6594501971135
27-12-2020,1272.5688522416974,201.07852252835744,1951.2263761183333,1717.8354262410433
28-12-2020,1269.6025873413716,200.44161438194521,1948.2838147676791,1715.022741800087
29-12-2020,1266.6529517868325,199.80906341448116,1945.3481787843011,1712.2213803718664
30-12-2020,1263.7199225170255,199.18086247118066,1942.4195046696889,1709.4313254816393
31-12-2020,1260.8034762737962,198.55700435430145,1939.497828635766,1706.6525606808402
01-01-2021,1257.903589602652,197.93748182321193,1936.5831866047652,1703.885069545642
02-01-2021,1255.0202388535308,197.32228759446335,1933.6756142091178,1701.1288356755347
03-01-2021,1252.1534001815771,196.71141434186504,1930.7751467913538,1698.383842691926
04-01-2021,1249.3030495479243,196.10485469656356,1927.8818194040175,1695.650074236759
05-01-2021,1246.4691627204834,195.50260124712503,1924.9956668095933,1692.9275139711501
06-01-2021,1243.6517152747392,194.90464653962076,1922.1167234804466,1690.2161455740445
07-01-2021,1240.8506825945524,194.31098307771634,1919.2450235987758,1687.5159527408928
08-01-2021,1238.0660398729676,193.721603322764,1916.380601056577,1684.826919182343
09-01-2021,1235.29776211303,193.13649969389817,1913.5234894556222,1682.1490286229543
10-01-2021,1232.5458241286049,192.55566456813432,1910.6737221074482,1679.4822647999256
11-01-2021,1229.8102005452047,191.97909028047076,1907.8313320333586,1676.8266114618448
12-01-2021,1227.0908658008243,191.40676912399394,1904.9963519644382,1674.1820523674542
13-01-2021,1224.387794146778,190.8386933499865,1902.1688143415784,1671.5485712844359
14-01-2021,1221.7009596485466,190.27485516803853,1899.348751315515,1668.9261519882125
15-01-2021,1219.030336186627,189.7152467461618,1896.5361947468796,1666.3147782607655
16-01-2021,1216.3758974573889,189.15986021090708,1893.7311762062582,1663.714433889474
17-01-2021,1213.7376169739377,188.60868764748417,1890.9337269742666,1661.1251026659663
18-01-2021,1211.115468066982,188.061721099885,1888.1438780416345,1658.5467683849913
19-01-2021,1208.5094238857062,187.5189525710096,1885.3616601093004,1655.9794148433068
20-01-2021,1205.9194573986488,186.9803740227948,1882.5871035885202,1653.4230258385826
21-01-2021,1203.3455413945878,186.4459773763458,1879.820238600986,1650.877585168323
22-01-2021,1200.7876484834276,185.91575451207052,1877.0610949789543,1648.3430766288034
23-01-2021,1198.2457510970935,185.38969726981648,1874.3097022653885,1645.8194840140243
24-01-2021,1195.7198214904315,184.8677974490106,1871.5660897141097,1643.3067911146816
25-01-2021,1193.209831742111,184.3500468088015,1868.83028628996,1640.8049817171523
26-01-2021,1190.7157537555345,183.83643706820442,1866.1023206689752,1638.3140396024971
27-01-2021,1188.2375592597505,183.3269599062489,1863.3822212385694,1635.8339485454776
28-01-2021,1185.775219810372,182.82160696212867,1860.6700160977298,1633.364692313591
29-01-2021,1183.3287067904985,182.32036983535434,1857.9657330572222,1630.9062546661175
30-01-2021,1180.8979914116446,181.82324008590837,1855.269399639806,1628.4586193531866
31-01-2021,1178.48304471467,181.33020923440256,1852.58104308046,1626.021770114855
01-02-2021,1176.0838375707167,180.841268762238,1849.90069032662,1623.595690680202
02-02-2021,1173.7003406821489,180.35641011176736,1847.2283680384242,1621.180364766441
03-02-2021,1171.3325245834976,179.8756246864594,1844.5641025889693,1618.7757760780412
04-02-2021,1168.9803596424094,179.39890385106582,1841.9079200645779,1616.3819083058697
05-02-2021,1166.6438160605983,178.9262389317906,1839.2598462650737,1613.9987451263441
06-02-2021,1164.3228638748035,178.45762121646135,1836.6199067040693,1611.6262702006015
07-02-2021,1162.017472957749,177.99304195470282,1833.98812660926,1609.2644671736814
08-02-2021,1159.7276130191085,177.53249235811288,1831.3645309227304,1606.9133196737223
09-02-2021,1157.4532536064733,177.07596360044028,1828.74914430127,1604.5728113111743
10-02-2021,1155.1943641063233,176.62344681776486,1826.1419911166963,1602.2429256780229
11-02-2021,1152.9509137450036,176.17493310867948,1823.5430954561896,1599.9236463470284
12-02-2021,1150.722871589702,175.73041353447445,1820.9524811226356,1597.6149568709793
13-02-2021,1148.510206549433,175.28987911932347,1818.3701716349783,1595.3168407819585
14-02-2021,1146.3128873760213,174.85332085047193,1815.7961902285808,1593.0292815906232
15-02-2021,1144.1308826650925,174.42072967842714,1813.230559855596,1590.7522627854978
16-02-2021,1141.9641608570644,173.99209651715017,1810.6733031853469,1588.4857678322812
17-02-2021,1139.8126902381423,173.56741224424997,1808.1244426047133,1586.2297801731668
18-02-2021,1137.676438941318,173.14666770117913,1805.584000218531,1583.9842832261736
19-02-2021,1135.5553749473709,172.72985369343158,1803.051997849995,1581.7492603844942
20-02-2021,1133.4494660858718,172.3169609907421,1800.5284570410765,1579.5246950158512
21-02-2021,1131.3586800361911,171.90798032728742,1798.0133990529448,1577.3105704618697
22-02-2021,1129.2829843285085,171.50290240188932,1795.5068448663983,1575.10687003746
23-02-2021,1127.2223463448256,171.10171787821932,1793.0088151823054,1572.9135770302157
24-02-2021,1125.1767333199818,170.7044173850051,1790.5193304220518,1570.730674699819
25-02-2021,1123.1461123426718,170.31099151623852,1788.0384107279976,1568.5581462774646
26-02-2021,1121.1304503564668,169.92143083138546,1785.5660759639418,1566.395974965291
27-02-2021,1119.1297141608375,169.53572585559698,1783.1023457155936,1564.2441439358252
28-02-2021,1117.1438704121792,169.15386707992232,1780.6472392910555,1562.1026363314402
01-03-2021,1115.1728856248403,168.77584496152323,1778.2007757213098,1559.9714352638232
02-03-2021,1113.216726172152,168.40164992389015,1775.7629737607158,1557.8505238134555
03-03-2021,1111.2753582874604,168.03127235705944,1773.3338518875141,1555.7398850291056
04-03-2021,1109.3487480651618,167.66470261783243,1770.9134283043377,1553.6395019273305
05-03-2021,1107.436861461739,167.30193102999593,1768.501720938732,1551.5493574919917
06-03-2021,1105.539664296799,166.94294788454383,1766.098747443682,1549.4694346737806
07-03-2021,1103.657122254115,166.58774343990044,1763.7045251981465,1547.3997163897563
08-03-2021,1101.7892008826682,166.236307922145,1761.3190713075999,1545.3401855228926
09-03-2021,1099.935865597692,165.88863152523757,1758.942402604581,1543.2908249216375
10-03-2021,1098.0970816817185,165.54470441124639,1756.5745356492505,1541.2516173994832
11-03-2021,1096.2728142856254,165.20451671057614,1754.215486729953,1539.2225457345462
12-03-2021,1094.463028429687,164.868058522198,1751.8652718637898,1537.2035926691597
13-03-2021,1092.6676890046244,164.53531991388053,1749.5239067971938,1535.194740909474
14-03-2021,1090.8867607726577,164.20629092242183,1747.1914070065163,1533.1959731250697
15-03-2021,1089.1202083685607,163.88096155388314,1744.867787698618,1531.2072719485802
16-03-2021,1087.3679963007162,163.5593217838233,1742.5530638114667,1529.2286199753237
17-03-2021,1085.6300889521735,163.2413615575345,1740.2472500147426,1527.2599997629468
18-03-2021,1083.9064505817055,162.92707079027917,1737.9503607104505,1525.3013938310778
19-03-2021,1082.1970453248687,162.616439367528,1735.662410033537,1523.3527846609893
20-03-2021,1080.501837195064,162.3094571451987,1733.3834118525167,1521.4141546952706
21-03-2021,1078.8207900845982,162.00611394989636,1731.113379770102,1519.4854863375108
22-03-2021,1077.1538677657472,161.70639957915432,1728.8523271238419,1517.5667619519913
23-03-2021,1075.5010338918194,161.41030380167643,1726.600266986765,1515.657963863387
24-03-2021,1073.8622519982202,161.11781635757993,1724.3572121680306,1513.7590743564779
25-03-2021,1072.237485503519,160.82892695863958,1722.1231752135839,1511.8700756758694
26-03-2021,1070.6266977105154,160.54362528853264,1719.898168406819,1509.9909500257231
27-03-2021,1069.029851807305,160.26190100308463,1717.682203769248,1508.1216795694954
28-03-2021,1067.4469108683504,159.9837437305162,1715.4752930611744,1506.2622464296858
29-03-2021,1065.8778378555478,159.70914307169062,1713.2774477823743,1504.4126326875942
30-03-2021,1064.3225956192973,159.43808860036225,1711.0886791727823,1502.5728203830874
31-03-2021,1062.7811468995733,159.170569863426,1708.9089982131827,1500.7427915143744
01-04-2021,1061.253454326995,158.90657638116724,1706.7384156259084,1498.9225280377893
02-04-2021,1059.7394804238977,158.64609764751268,1704.5769418755433,1497.112011867585
03-04-2021,1058.2391876054037,158.38912313028203,1702.4245871696314,1495.3112248757334
04-04-2021,1056.7525381804949,158.13564227144033,1700.2813614593917,1493.520148891736
05-04-2021,1055.279494353085,157.88564448735107,1698.147274440437,1491.7387657024403
06-04-2021,1053.820018223093,157.63911916902995,1696.0223355535,1489.9670570518683
07-04-2021,1052.3740717875141,157.3960556823993,1693.9065539851626,1488.205004641049
08-04-2021,1050.9416169414947,157.1564433685431,1691.7999386685935,1486.4525901278628
09-04-2021,1049.5226154794043,156.920271543963,1689.7024982842872,1484.709795126891
10-04-2021,1048.11702909591,156.6875295008343,1687.614241260812,1482.9766012092762
11-04-2021,1046.724819387049,156.45820650726324,1685.535175775558,1481.2529899025872
12-04-2021,1045.3459478513018,156.23229180754427,1683.4653097554974,1479.538942690694
13-04-2021,1043.980375890667,156.00977462241826,1681.4046508779427,1477.8344410136517
